DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,N0_Votes,POSITION,criminal_case,education,total_assest,liabilities,Target
Sitapur,BISWAN,GEN,NIRMAL VERMA,M,GEN,53,BSP,65040,3,1,Graduate,18874906,2148500,0
Jaunpur,BADLAPUR,GEN,OMPRAKASH &AMP;AMP;AMP;#39;BABA&AMP;AMP;AMP;#39; DUBEY,M,GEN,53,SP,46545,3,2,Literate,37439494,9088733,0
Meerut,HASTINAPUR,SC,PRABHUDAYAL BALMIKI,M,SC,53,SP,48979,3,0,Literate,14767260,0,0
Rampur,MILAK,SC,RADHEY SHYAM,M,SC,53,BSP,39271,3,0,12th Pass,4421380,218811,0
Agra,ETMADPUR,GEN,RAJBETI,F,GEN,53,SP,43925,3,0,Literate,67448305,28710000,0
Kheri,KASTA,SC,RAJESH KUMAR,M,SC,53,BSP,41778,3,1,12th Pass,27427980,0,0
Gorakhpur,GORAKHPUR RURAL,GEN,SANJAY KUMAR,M,GEN,53,OTHERS,34901,3,0,Post Graduate,275209590,6794334,0
Amroha,DHANAURA,SC,SANJEEV LAL,M,SC,53,BSP,51952,3,0,Graduate,174319227,1824936,0
Firozabad,TUNDLA,SC,SHIV SINGH CHAK,M,SC,53,SP,54888,3,0,12th Pass,8739571,0,0
Rae Bareli,BACHHRAWAN,SC,SHYAM SUNDAR,M,SC,53,BSP,33582,3,0,Literate,3540098,59811,0
Shamli,KAIRANA,GEN,ANIL KUMAR,M,GEN,54,OTHERS,19992,3,0,12th Pass,106949363,6.00E+05,0
Sonbhadra,GHORAWAL,GEN,BEENA SINGH,F,GEN,54,BSP,53090,3,0,Graduate,21352862,350000,0
Lalitpur,MEHRONI,SC,BRIJLAL KHABRI,M,SC,54,INC,43171,3,0,Post Graduate,39518239,3400000,0
Chitrakoot,MANIKPUR,GEN,CHANDRABHAN SINGH PATEL,M,GEN,54,BSP,32498,3,0,12th Pass,75254486,902400,0
Bulandsahar,DEBAI,GEN,DEVENDRA BHARDWAJ,M,GEN,54,BSP,44974,3,0,Graduate,28565631,4791507,0
Faizabad,GOSHAINGANJ,GEN,DHARMRAJ NISHAD,M,GEN,54,BSP,46528,3,0,Post Graduate,19067352,242206,0
Basti,BASTI SADAR,GEN,JITENDRA KUMAR ALIAS NANDU CHAUDHARY,M,GEN,54,BSP,49538,3,1,12th Pass,62453806,9644810,0
Azamgarh,DIDARGANJ,GEN,KRISHNA MURARI,M,GEN,54,BJP,49979,3,0,Graduate,24924985,4835275,0
Allahabad,PHULPUR,GEN,MOHAMMED MASROOR SHAIKH,M,GEN,54,BSP,50421,3,0,Literate,324448328,139393730,0
Balrampur,UTRAULA,GEN,PARVEZ AHMAD,M,GEN,54,BSP,44799,3,0,Graduate,50296794,0,0
Kaushambi,SIRATHU,GEN,SAEEDUR RAB,M,GEN,54,BSP,43782,3,0,Post Graduate,313350357,16113191,0
Bareilly,NAWABGANJ,GEN,SHAILA TAHIR,F,GEN,54,OTHERS,36761,3,4,Literate,16022000,0,0
Moradabad,THAKURDWARA,GEN,VIJAY YADAV,M,GEN,54,BSP,39821,3,0,Literate,89672000,0,0
Azamgarh,NIZAMABAD,GEN,VINOD KUMAR RAI,M,GEN,54,BJP,43786,3,1,Post Graduate,15972601,3608931,0
Balrampur,TULSIPUR,GEN,ABDUL MASHHOOD KHAN MASOOD,M,GEN,55,SP,36549,3,0,12th Pass,24524634,306500,0
Baharaich,BAHARAICH,GEN,AJEET PRATAP SINGH,M,GEN,55,BSP,36325,3,2,Post Graduate,67385538,8612949,0
Sambhal,ASMOLI,GEN,AQEELURREHMAN KHAN,M,GEN,55,BSP,67457,3,0,Post Graduate,32889119,1922216,0
Lucknow,BAKSHI KAA TALAB,GEN,GOMTI YADAV,M,GEN,55,SP,74995,3,0,Literate,10011545,0,0
Barabanki,HAIDERGARH,SC,KAMALA PRASAD RAWAT,M,SC,55,BSP,48600,3,2,Graduate,97136963,5682590,0
Azamgarh,GOPALPUR,GEN,KAMLA PRASAD YADAV,M,GEN,55,BSP,54271,3,1,Post Graduate,9425576,0,0
Mainpuri,KISHNI,SC,KAMLESH KUMARI,F,SC,55,BSP,27858,3,0,Graduate,74072306,599790,0
Pratapgarh,PATTI,GEN,KUNWAR SHAKTI SINGH,M,GEN,55,BSP,46427,3,0,12th Pass,71476607,1427488,0
Agra,KHERAGARH,GEN,KUSUMLATA DIXIT,F,GEN,55,INC,23088,3,0,Literate,68760022,606448,0
Kanpur Nagar,GHATAMPUR,SC,NANDRAM SONKER,M,SC,55,INC,40465,3,0,12th Pass,9914913,2200000,0
Balrampur,BALRAMPUR,SC,RAM SAGAR AKELA,M,SC,55,BSP,26011,3,0,Graduate,19224936,2904400,0
Auraiya,BIDHUNA,GEN,SHIV PRASAD YADAV,M,GEN,55,BSP,53366,3,0,Graduate,46242645,6689280,0
Bareilly,BHOJIPURA,GEN,SULEMAN BEG,M,GEN,55,BSP,49882,3,2,12th Pass,37285420,0,0
Lucknow,LUCKNOW CANTT.,GEN,YOGESH DIXIT,M,GEN,55,BSP,26036,3,0,Graduate,125604612,19576000,0
Kanpur Nagar,ARYA NAGAR,GEN,A HASIV,M,GEN,56,BSP,6061,3,0,12th Pass,39424827,5846335,0
Gonda,GAURA,GEN,ABDUL KALAM,M,GEN,56,BSP,38667,3,2,Graduate,22873529,0,0
Etah,ALIGANJ,GEN,AWADHPAL SINGH YADAV,M,GEN,56,BSP,46275,3,36,12th Pass,24383005,4.00E+06,0
Bulandsahar,KHURJA,SC,BANSHI SINGH,M,SC,56,INC,53084,3,0,Literate,8575307,0,0
Deoria,RUDRAPUR,GEN,CHANDRIKA NISHAD,M,GEN,56,BSP,23081,3,1,Literate,31262897,81829,0
Banda,NARAINI,SC,GAYACHARAN DINKER,M,SC,56,BSP,44610,3,0,12th Pass,3824262,0,0
Mainpuri,MAINPURI,GEN,MAHARAJ SINGH,M,GEN,56,BSP,48314,3,1,Literate,35601348,816636,0
Allahabad,ALLAHABAD SOUTH,GEN,MASHOOQ KHAN,M,GEN,56,BSP,12162,3,0,Literate,107627968,0,0
Shahjahanpur,SHAHJAHANPUR,GEN,MOHAMMAD ASLAM KHAN,M,GEN,56,BSP,16546,3,0,Graduate,10385635,866851,0
Rampur,SUAR,GEN,NAWAB KAZIM ALI KHAN,M,GEN,56,BSP,42233,3,1,Post Graduate,972360731,11785000,0
Bijnor,BIJNOR,GEN,RASHID AHMAD,M,GEN,56,BSP,49788,3,5,Literate,31320000,2100000,0
Mathura,MANT,GEN,SATISH KUMAR SHARMA,M,GEN,56,BJP,59871,3,4,12th Pass,1142981841,145018965,0
Basti,RUDHAULI,GEN,SAYEED AHMAD KHAN,M,GEN,56,INC,51743,3,0,Literate,73098238,2.00E+06,0
Kannauj,TIRWA,GEN,VIJAY SINGH,M,GEN,56,BSP,32036,3,0,Literate,2.00E+05,0,0
Azamgarh,SAGRI,GEN,DEVENDRA KUMAR SINGH,M,GEN,57,BJP,40786,3,0,Illiterate,15670396,162641,0
Ghaziabad,LONI,GEN,MADAN BHAIYA,M,GEN,57,OTHERS,42539,3,3,Graduate,101557183,7.00E+06,0
Ghazipur,ZAMANIA,GEN,OM PRAKASH,M,GEN,57,SP,49557,3,4,Post Graduate,30312320,607054,0
Gorakhpur,CHILLUPAR,GEN,RAM BHUAL NISHAD,M,GEN,57,SP,55422,3,7,Graduate,18445384,0,0
Sant Ravidas Nagar,BHADOHI,GEN,RANGNATH MISHRA,M,GEN,57,BSP,56555,3,1,Graduate,76334765,36730443,0
Moradabad,BILARI,GEN,SURESH SAINI,M,GEN,57,BJP,72241,3,0,12th Pass,16947000,1650000,0
Unnao,PURWA,GEN,UDAY RAJ,M,GEN,57,SP,68114,3,2,Graduate,25828003,2.00E+06,0
Budaun,BILSI,GEN,VIMAL KRISHAN AGARWAL ALIAS PAPPI,M,GEN,57,SP,50848,3,6,12th Pass,85126535,0,0
Jalaun,MADHAUGARH,GEN,VINOD CHATURVEDI,M,GEN,57,INC,46915,3,0,Post Graduate,24185322,883629,0
Bareilly,BITHARI CHAINPUR,GEN,VIRENDRA SINGH,M,GEN,57,BSP,53286,3,3,Post Graduate,87344187,4953950,0
Meerut,SIWALKHAS,GEN,YASHVIR SINGH,M,GEN,57,OTHERS,44710,3,0,12th Pass,19790246,9.00E+05,0
Kanpur Nagar,MAHARAJPUR,GEN,ARUNA TOMAR,F,GEN,58,SP,38752,3,0,12th Pass,42302804,18470000,0
Varanasi,SHIVPUR,GEN,BIRENDRA SINGH,M,GEN,58,BSP,46657,3,3,Graduate,131810124,0,0
Pratapgarh,BABAGANJ,SC,DAYA RAM,M,SC,58,BSP,17205,3,0,Graduate,7452885,1.00E+05,0
Ballia,BELTHARA ROAD,SC,GHOORA RAM,M,SC,58,BSP,47297,3,2,Post Graduate,14572718,1264447,0
Kheri,NIGHASAN,GEN,GIRJASHANKAR SINGH ALIAS G.S. SINGH,M,GEN,58,BSP,40674,3,1,Graduate,40771554,1850000,0
Unnao,BANGERMAU,GEN,MOHD IRASHAD KHAN,M,GEN,58,BSP,44730,3,1,Graduate,11561000,0,0
Lucknow,MOHANLALGANJ,SC,R.K. CHAUDHARY,M,SC,58,OTHERS,55684,3,1,Graduate,7210787,0,0
Sitapur,MISRIKH,SC,RAM PAL RAJVANSHI,M,SC,58,SP,61231,3,0,Literate,23439548,0,0
Kanpur Nagar,BITHOOR,GEN,RAM PRAKASH KUSHWAHA,M,SC,58,BSP,53586,3,2,Doctorate,73926664,7442693,0
Ballia,RASARA,GEN,SANATAN,M,GEN,58,SP,37006,3,0,Illiterate,21826000,3112000,0
Kanpur Dehat,SIKANDRA,GEN,SEEMA SACHAN,F,GEN,58,SP,42010,3,0,Post Graduate,291479759,17910000,0
Mau,GHOSI,GEN,SUDHAKAR,M,GEN,58,SP,59256,3,3,Post Graduate,8232261,38000,0
Allahabad,MEJA,GEN,SURENDRA,M,GEN,58,BSP,44622,3,8,Post Graduate,7232825,50000,0
Aligarh,KOIL,GEN,VIVEK BANSAL,M,GEN,58,INC,38623,3,0,Graduate,66172002,0,0
Hardoi,HARDOI,GEN,DHARMVEER SINGH,M,GEN,59,BSP,30628,3,1,Literate,20059000,2330000,0
Bareilly,BAREILLY,GEN,ER. ANEES AHAMAD KHAN,M,GEN,59,BSP,14596,3,1,Illiterate,59993300,1617936,0
Baghpat,BAGHPAT,GEN,KARTAR SINGH BHADANA,M,GEN,59,OTHERS,21751,3,2,Literate,387861634,2555000,0
Agra,AGRA SOUTH,GEN,NAZIR AHMED,M,GEN,59,INC,39434,3,0,Graduate,2114710975,0,0
Budaun,SAHASWAN,GEN,UMLESH YADAV,F,GEN,59,OTHERS,57522,3,0,Literate,551005730,79538654,0
Amethi,TILOI,GEN,VINOD KUMAR MISHRA,M,GEN,59,INC,35837,3,1,Graduate,26317365,1979543,0
Rae Bareli,SARENI,GEN,ASHOK KUMAR SINGH,M,GEN,60,INC,42232,3,1,Graduate,12710000,3500000,0
PILIBHIT,PURANPUR,SC,KAMAL KISHORE ARVIND,M,SC,60,BSP,20139,3,0,Illiterate,17501139,2.00E+06,0
Hapur,GARHMUKTESHWAR,GEN,MADAN CHAUHAN,M,GEN,60,SP,48810,3,0,Graduate,79471089,955031,0
Gonda,MANKAPUR,SC,RAM BISHUN AZAD,M,SC,60,SP,24695,3,0,Graduate,17230989,1200000,0
Sitapur,SEVATA,GEN,SHIV KUMAR GUPTA,M,GEN,60,SP,43488,3,30,12th Pass,190166768,67888650,0
Kushinagar,PADRAUNA,GEN,SHIVKUMARI,F,GEN,60,INC,41162,3,0,Literate,24850040,736712,0
Fatehpur,BINDKI,GEN,SUKHDEV PRASAD VERMA,M,GEN,60,BSP,32297,3,0,Literate,49883749,0,0
Kasganj,KASGANJ,GEN,AJAY CHATURVEDI,M,GEN,61,BSP,37818,3,0,Graduate,125000,0,0
Baharaich,BALHA,SC,BANSHI DHAR BAUDH,M,SC,61,SP,29349,3,0,Literate,3649183,0,0
Unnao,MOHAN,SC,BHAGWAN DAS KATHERIA,M,SC,61,INC,34465,3,0,Post Graduate,7735947,0,0
Budaun,BADAUN,GEN,BHUPENDRA SINGH,M,GEN,61,BSP,32641,3,1,Post Graduate,24295856,946011,0
Sant Kabir Nagar,KHALILABAD,GEN,DR. MOHD. AYUB,M,GEN,61,OTHERS,42041,3,11,Post Graduate,34505034,7581552,0
Ghaziabad,SAHIBABAD,GEN,JALALUDDIN,M,GEN,61,BSP,41654,3,2,Literate,204714417,0,0
Barabanki,KURSI,GEN,V.P.SINGH VERMA,M,GEN,61,BSP,51091,3,0,Post Graduate,42114583,0,0
Farrukhabad,FARRUKHABAD,GEN,VIJAY SINGH,M,GEN,61,SP,36012,3,0,Literate,2.00E+05,0,0
Banda,BANDA,GEN,VIVEK KUMAR SINGH,M,GEN,61,INC,32223,3,3,Graduate,132124898,0,0
Mirzapur,CHUNAR,GEN,ANMOL SINGH,M,GEN,62,BSP,39067,3,0,Post Graduate,71805019,1868292,0
Jhansi,MAURANIPUR,SC,PRAGEELAL AHIRWAR,M,SC,62,BSP,77919,3,1,Literate,11941890,581316,0
Meerut,MEERUT CANTT.,GEN,RAMESH DHINGRA,M,GEN,62,INC,39650,3,0,Literate,25400942,9.00E+05,0
Deoria,BHATPAR RANI,GEN,SABHAKUNWAR,M,GEN,62,BSP,44161,3,0,Post Graduate,4315207,492363,0
Lucknow,LUCKNOW EAST,GEN,SAROJ KUMAR SHUKLA,M,GEN,62,BSP,31390,3,0,Post Graduate,16534289,0,0
Ambedkar Nagar,JALALPUR,GEN,SHANKHLAL MAJHI,M,GEN,62,SP,58773,3,0,Graduate,81205680,3742496,0
Gorakhpur,BANSGAON,SC,SHARADA DEVI,F,SC,62,SP,44051,3,0,Literate,15138292,2238423,0
Azamgarh,MEHNAGAR,SC,VIDHYA CHAUDHARI,F,SC,62,BSP,60198,3,0,Post Graduate,14240481,1627357,0
PILIBHIT,PILIBHIT,GEN,ARSHAD KHAN,M,GEN,63,BSP,14532,3,2,12th Pass,6831408,589172,0
Amroha,HASANPUR,GEN,GANGASARAN KHADGVANSI,M,GEN,63,BSP,51930,3,0,Graduate,11585000,6.00E+05,0
Mathura,GOVERDHAN,GEN,KR. NARENDRA SINGH,M,GEN,63,OTHERS,40999,3,0,Graduate,67941329,5931357,0
Kanpur Nagar,KANPUR CANTT.,GEN,NASEEM AHMAD,M,GEN,63,BSP,14079,3,0,Post Graduate,61999703,4140000,0
Farrukhabad,KAIMGANJ,SC,RAM SWAROOP GAUTAM,M,SC,63,BSP,31437,3,0,Post Graduate,71363614,20435377,0
Banda,BABERU,GEN,VISHAMBHAR SINGH,M,GEN,63,SP,51693,3,3,Post Graduate,50159959,180000,0
Kushinagar,KUSHINAGAR,GEN,BRAHMASHANKAR TRIPATHI,M,GEN,64,SP,46369,3,0,Post Graduate,266328367,4535786,0
Shahjahanpur,POWAYAN,SC,GUR BACHAN LAL,M,SC,64,BSP,38797,3,0,Post Graduate,39244838,612640,0
Ghaziabad,MODI NAGAR,GEN,RAM ASRAY SHARMA,M,GEN,64,SP,32507,3,2,12th Pass,2394772,0,0
Jaunpur,JAUNPUR,GEN,DINESH TANDAN,M,GEN,65,BSP,41877,3,2,12th Pass,45300702,0,0
Balrampur,GAINSARI,GEN,DR.SHIV PRATAP YADAV,M,GEN,65,SP,46378,3,1,Literate,2983178,0,0
Ghaziabad,GHAZIABAD,GEN,K K SHARMA,M,GEN,65,INC,39648,3,0,Post Graduate,109071370,470000,0
Pratapgarh,RANIGANJ,GEN,SHIVAKANT,M,GEN,65,SP,37816,3,0,Post Graduate,31221702,769369,0
Hardoi,BALAMAU,SC,SUSHILA SAROJ,F,SC,65,SP,43507,3,8,Post Graduate,99404805,0,0
Maharajganj,PANIYRA,GEN,TALAT AZIZ,F,GEN,65,INC,48004,3,0,Graduate,45263966,769570,0
Hathras,SIKANDRA RAO,GEN,YASHPAL SINGH CHAUHAN,M,GEN,65,SP,59740,3,0,Graduate,17230975,5.00E+05,0
Etawah,ETAWAH,GEN,NARENDRA NATH CHATURVEDI URF BALLU CHOUDHRI,M,GEN,66,BSP,43577,3,0,Graduate,23110000,0,0
Ballia,PHEPHANA,GEN,SANGRAM SINGH YADAV,M,GEN,66,SP,50016,3,0,Graduate,18260109,3700000,0
Mahoba,MAHOBA,GEN,ARIMARDAN SINGH,M,GEN,67,BSP,41915,3,7,Literate,102643975,0,0
Kanpur Nagar,BILHAUR,SC,SHIV KUMAR BERIYA,M,SC,67,SP,60023,3,0,Graduate,18694051,2413649,0
Rae Bareli,SALON,SC,BRAJ LAL PASI,M,SC,68,BSP,39851,3,0,Post Graduate,38059180,0,0
Ambedkar Nagar,KATEHARI,GEN,JAISHANKAR PANDEY,M,GEN,68,SP,45532,3,1,Graduate,9542549,185511,0
Varanasi,AJAGARA,SC,TRIBHUVAN RAM,M,SC,68,BSP,52480,3,1,Graduate,85427698,6500000,0
Bareilly,MEERGANJ,GEN,NARENDRA PAL SINGH,M,GEN,69,INC,36938,3,0,12th Pass,25431582,0,0
Basti,KAPTANGANJ,GEN,KRISHNA KINKAR SINGH RANA,M,GEN,70,INC,60142,3,0,Graduate,20728937,549800,0
Firozabad,JASRANA,GEN,SHIVRAJ SINGH YADAV,M,GEN,70,BSP,26274,3,0,Post Graduate,15320000,0,0
Ghaziabad,MURADNAGAR,GEN,SURENDER PRAKASH,M,GEN,70,INC,49989,3,4,Literate,71227311,1.00E+05,0
Baharaich,KAISERGANJ,GEN,RAMTEJ YADAV,M,GEN,71,SP,54117,3,3,Graduate,3668000,4.00E+05,0
Kheri,PALIA,GEN,VIRENDRA KUMAR AGRWAL,M,GEN,71,BSP,43436,3,0,Graduate,41627867,3175000,0
Moradabad,KUNDARKI,GEN,AKBAR HUSAIN,M,GEN,72,BSP,36071,3,0,Literate,63358239,4175536,0
Basti,MAHADEWA,SC,RAM KARAN ARYA,M,SC,73,SP,47914,3,0,Post Graduate,1604000,1600000,0
Kanpur Dehat,BHOGNIPUR,GEN,YOGENDRA PAL SINGH,M,GEN,75,SP,48181,3,0,Graduate,9450347,0,0
Kushinagar,FAZILNAGAR,GEN,JAGDISH SINGH,M,GEN,78,BSP,34250,3,0,12th Pass,63600032,0,0
Siddharthnagar,ITWA,GEN,MATA PRASAD PANDEY,M,GEN,78,SP,46601,3,0,Post Graduate,29017300,1064333,0
Sambhal,CHANDAUSI,SC,JYOTASNA,F,SC,25,OTHERS,3615,4,0,12th Pass,298262,0,0
Sant Ravidas Nagar,AURAI,SC,SURESH KUMAR PASI,M,SC,25,OTHERS,3508,4,2,12th Pass,870126,0,0
Azamgarh,MUBARAKPUR,GEN,AVINASH YADAV,M,GEN,26,OTHERS,1697,4,0,12th Pass,2143638,544000,0
Unnao,SAFIPUR,SC,BABLU RAWAT,M,SC,26,OTHERS,2056,4,0,Literate,51000,0,0
Ghazipur,ZAMANIA,GEN,KARTAR SINGH YADAV,M,GEN,26,OTHERS,12206,4,5,Literate,8336354,16871020,0
Bijnor,NAGINA,SC,NEELAM,F,SC,26,OTHERS,4385,4,0,Literate,9431000,0,0
Sultanpur,KADIPUR,SC,SHITALA PRASAD,M,SC,26,OTHERS,17266,4,0,Literate,135000,25033,0
Mirzapur,MARIHAN,GEN,SIDDHARTH SHEKHAR BAUDDH,M,SC,26,OTHERS,2787,4,0,Graduate,107000,0,0
Mau,GHOSI,GEN,VIVEK RAI,M,GEN,26,OTHERS,2285,4,3,12th Pass,21000,0,0
Deoria,BHATPAR RANI,GEN,ASHWANI KUMAR SINGH,M,GEN,28,OTHERS,13497,4,6,Post Graduate,10894000,6.00E+05,0
Gorakhpur,CHILLUPAR,GEN,YOGESH MANI TIWARI,M,GEN,28,OTHERS,3241,4,0,Post Graduate,5835000,0,0
Shamli,KAIRANA,GEN,DIWAKAR DESHWAL,M,GEN,29,BSP,6888,4,0,Graduate,1359419,1150000,0
Muzaffarnagar,MUZAFFAR NAGAR,GEN,PAYAL MAHESHWARI,F,GEN,29,OTHERS,5640,4,0,Literate,9172637,1437562,0
Meerut,HASTINAPUR,SC,KUSUM,F,SC,30,OTHERS,6538,4,0,Literate,2752813,0,0
Shahjahanpur,SHAHJAHANPUR,GEN,MANISH CHANDRA,M,SC,30,OTHERS,1309,4,0,Graduate,1087153,0,0
Moradabad,MORADABAD RURAL,GEN,PANNALAL URF BABLU SAINI,M,GEN,30,BSP,20054,4,0,Literate,1270092,449654,0
Mirzapur,CHHANBEY,SC,SAROJ SARGAM,F,SC,30,OTHERS,15095,4,0,Literate,722000,0,0
Sant Kabir Nagar,MENHDAWAL,GEN,ER. MOHAMMAD IRFAN,M,GEN,31,OTHERS,25499,4,0,Graduate,59065845,250000,0
Sitapur,MAHOLI,GEN,MAHENDRA SINGH VERMA,M,GEN,31,OTHERS,11214,4,0,Graduate,1511289,0,0
Farrukhabad,AMRITPUR,GEN,SHISHU PRATAP SINGH,M,GEN,31,OTHERS,3252,4,0,Post Graduate,11029461,2930148,0
Sitapur,HARGAON,SC,AMIT KUMAR,M,SC,32,OTHERS,2700,4,0,Graduate,350619,0,0
Hapur,HAPUR,SC,ANJU URF MUSKAAN,F,SC,32,OTHERS,5317,4,0,12th Pass,4254513,0,0
Ballia,BAIRIA,GEN,ASHANI SINGH,F,GEN,32,OTHERS,6122,4,0,Graduate,5865881,1500000,0
Etah,ETAH,GEN,ASHISH KUMAR YADAV,M,GEN,32,OTHERS,11032,4,0,12th Pass,44165602,0,0
Kushinagar,RAMKOLA,SC,BUDDHA UPASAK KASHYAP,M,SC,32,OTHERS,6602,4,0,Post Graduate,2348219,6.00E+05,0
Deoria,PATHARDEVA,GEN,HARUN ALI,M,GEN,32,OTHERS,4139,4,0,Post Graduate,10122000,0,0
Sitapur,SIDHAULI,SC,INDRAPAL,M,SC,32,OTHERS,2442,4,0,Literate,9377000,0,0
Bulandsahar,KHURJA,SC,MANOJ KUMAR,M,SC,32,OTHERS,3921,4,0,Post Graduate,6984489,2.00E+06,0
Aligarh,ALIGARH,GEN,RAJKUMAR,M,SC,32,OTHERS,3325,4,0,12th Pass,403000,0,0
Mathura,BALDEV,SC,RANVIR,M,SC,32,SP,8893,4,0,Graduate,3357000,40000,0
Allahabad,MEJA,GEN,SARVESH CHANDRA,M,GEN,32,OTHERS,11535,4,4,Post Graduate,1660512,0,0
Pratapgarh,PATTI,GEN,VIJAY,M,GEN,32,OTHERS,3025,4,0,12th Pass,710000,0,0
Aligarh,BARAULI,GEN,NEERAJ SHARMA,M,GEN,33,OTHERS,1829,4,0,Post Graduate,1086000,0,0
Kasganj,AMANPUR,GEN,RAHUL PANDAY,M,GEN,33,OTHERS,16967,4,0,Post Graduate,27529209,963388,0
Saharanpur,SAHARANPUR,GEN,SAAD ALI KHAN,M,GEN,33,OTHERS,10950,4,0,Post Graduate,7588182,918743,0
Ghazipur,SAIDPUR,SC,SANTOSH,M,SC,33,OTHERS,2451,4,0,12th Pass,552000,150000,0
Firozabad,FIROZABAD,GEN,AHTSHAM ALI (BABAR),M,GEN,34,OTHERS,11478,4,2,12th Pass,1501000,0,0
Rampur,SUAR,GEN,ARSHAD WARSI,M,GEN,34,OTHERS,1283,4,1,Literate,871500,0,0
Jaunpur,SHAHGANJ,GEN,DR. SURYABHAN YADAV,M,GEN,34,OTHERS,21446,4,1,Post Graduate,18139104,1800000,0
Kanpur Dehat,BHOGNIPUR,GEN,JUNED KHAN,M,GEN,34,OTHERS,18380,4,2,Graduate,664645,0,0
Etah,MARHARA,GEN,KAILASH LODHI,M,GEN,34,OTHERS,2168,4,3,Graduate,1007155,0,0
Shamli,SHAMLI,GEN,MANISH KUMAR,M,GEN,34,OTHERS,31824,4,2,Graduate,37251000,0,0
Meerut,SIWALKHAS,GEN,NADEEM AHAMAD,M,GEN,34,BSP,42524,4,1,Literate,28446495,550000,0
Balrampur,GAINSARI,GEN,ANURAG,M,GEN,35,OTHERS,27652,4,3,Post Graduate,21512075,0,0
Moradabad,KUNDARKI,GEN,ISRAR HUSAIN,M,GEN,35,OTHERS,7025,4,0,Literate,1215000,0,0
Bulandsahar,SHIKARPUR,GEN,MUKESH SHARMA,M,GEN,35,OTHERS,7734,4,0,12th Pass,144013887,3630348,0
Basti,BASTI SADAR,GEN,RAJA ASHWARYA RAJ SINGH,M,GEN,35,OTHERS,4152,4,0,Literate,328500,0,0
Ghaziabad,LONI,GEN,RASHID MALIK,M,GEN,35,SP,42302,4,0,Literate,37976516,0,0
Azamgarh,DIDARGANJ,GEN,ARCHANA,F,GEN,36,OTHERS,6828,4,0,Post Graduate,11379436,0,0
Bareilly,MEERGANJ,GEN,BHANU PRATAP SINGH,M,GEN,36,OTHERS,2267,4,0,Graduate,12790000,1700000,0
Amroha,DHANAURA,SC,KAPIL CHANDRA,M,SC,36,OTHERS,3747,4,0,12th Pass,22578864,0,0
Gorakhpur,GORAKHPUR RURAL,GEN,RAJESH PANDEY,M,GEN,36,BSP,30097,4,2,Graduate,12830111,4319359,0
Varanasi,VARANASI SOUTH,GEN,SATISH KUMAR AGRAHARI,M,GEN,36,OTHERS,844,4,0,Literate,2853645,2761800,0
Mainpuri,MAINPURI,GEN,SATYENDRA SINGH,M,GEN,36,OTHERS,1257,4,1,Literate,100500,0,0
Maharajganj,NAUTANWA,GEN,AIJAZ AHMAD,M,GEN,37,BSP,26210,4,0,12th Pass,523068789,2170638,0
Ambedkar Nagar,KATEHARI,GEN,AJAY PRATAP SINGH,M,GEN,37,OTHERS,18721,4,1,12th Pass,490562192,1.50E+07,0
Ghaziabad,GHAZIABAD,GEN,DHIRENDRA,M,GEN,37,OTHERS,2136,4,1,Graduate,141969741,8848379,0
Lucknow,LUCKNOW WEST,GEN,MOHAMMAD TAUHEED SIDDIQUI,M,GEN,37,OTHERS,1770,4,3,Literate,10322503,6483887,0
Allahabad,PHAPHAMAU,GEN,RAJ KUMAR PATEL,M,GEN,37,OTHERS,3171,4,2,12th Pass,28306696,0,0
Kanpur Nagar,GHATAMPUR,SC,RAJENDRA,M,SC,37,OTHERS,2813,4,1,Illiterate,4002000,8.00E+05,0
Kheri,PALIA,GEN,RAMNARESH,M,ST,37,OTHERS,7795,4,0,Illiterate,2193400,5.00E+05,0
Gonda,GAURA,GEN,VIKRAM SINGH,M,GEN,37,OTHERS,8013,4,0,12th Pass,319000,0,0
Budaun,SAHASWAN,GEN,ASHTOSH VARSHNEY,M,GEN,38,BJP,24152,4,0,Literate,16598583,0,0
Deoria,BARHAJ,GEN,GIRENDRA PRATAP YADAV,M,GEN,38,OTHERS,18489,4,0,Graduate,8248747,811790,0
Ambedkar Nagar,JALALPUR,GEN,RAJESH KUMAR VERMA,M,GEN,38,OTHERS,2151,4,0,Literate,4735600,0,0
Jhansi,JHANSI NAGAR,GEN,RAKESH KUMAR SEN,M,GEN,38,OTHERS,1965,4,1,Graduate,5535000,7.00E+05,0
Kushinagar,HATA,GEN,AJAY RAV,M,GEN,39,OTHERS,2366,4,0,Graduate,11405000,0,0
Hamirpur,HAMIRPUR,GEN,ANUDDIN (MAULANA KHAN),M,GEN,39,OTHERS,8513,4,1,Graduate,4314506,0,0
Ambedkar Nagar,TANDA,GEN,IRFAN PATHAN,M,GEN,39,OTHERS,2070,4,6,Graduate,1374629,101789,0
Bijnor,BIJNOR,GEN,RAHUL SINGH,M,GEN,39,OTHERS,7799,4,0,Graduate,41341116,2475000,0
Pratapgarh,VISHWANATH GANJ,GEN,RAKESH KUMAR,M,GEN,39,OTHERS,5830,4,0,Graduate,2249000,0,0
Varanasi,AJAGARA,SC,ARTI,F,SC,40,OTHERS,8639,4,1,Literate,2152000,0,0
